,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,PSH,PSD,PSA
193450,2223,T1,2023-03-12,Hatayspor,Konyaspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
193453,2223,T1,2023-03-12,Trabzonspor,Ad. Demirspor,4.0,1.0,H,1.0,1.0,D,15.0,21.0,6.0,4.0,12.0,11.0,7.0,6.0,1.0,1.0,0.0,1.0,1.73,4.11,4.78
193454,2223,T1,2023-03-12,Ankaragucu,Alanyaspor,2.0,0.0,H,1.0,0.0,H,18.0,10.0,6.0,1.0,16.0,17.0,4.0,2.0,2.0,2.0,0.0,0.0,2.31,3.35,3.31
193456,2223,T1,2023-03-12,Buyuksehyr,Besiktas,0.0,2.0,A,0.0,1.0,A,13.0,12.0,2.0,4.0,9.0,15.0,10.0,5.0,0.0,2.0,1.0,0.0,2.76,3.34,2.67
193461,2223,T1,2023-03-13,Istanbulspor,Sivasspor,3.0,0.0,H,1.0,0.0,H,8.0,7.0,4.0,2.0,13.0,12.0,3.0,3.0,3.0,4.0,0.0,1.0,3.22,3.53,2.28
193500,2223,T1,2023-03-17,Konyaspor,Galatasaray,2.0,1.0,H,0.0,1.0,A,15.0,17.0,3.0,7.0,19.0,19.0,4.0,6.0,6.0,4.0,0.0,0.0,4.37,3.79,1.84
193596,2223,T1,2023-03-18,Kasimpasa,Umraniyespor,1.0,1.0,D,1.0,1.0,D,20.0,7.0,3.0,2.0,14.0,23.0,9.0,5.0,1.0,1.0,0.0,0.0,1.82,4.16,4.18
193597,2223,T1,2023-03-18,Ad. Demirspor,Antalyaspor,2.0,0.0,H,2.0,0.0,H,17.0,10.0,6.0,2.0,11.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,1.79,4.18,4.32
193598,2223,T1,2023-03-18,Besiktas,Istanbulspor,3.0,1.0,H,1.0,0.0,H,12.0,10.0,3.0,2.0,13.0,9.0,8.0,2.0,0.0,2.0,0.0,0.0,1.26,6.41,11.24
193659,2223,T1,2023-03-19,Kayserispor,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
193660,2223,T1,2023-03-19,Gaziantep,Trabzonspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
193661,2223,T1,2023-03-19,Alanyaspor,Fenerbahce,1.0,3.0,A,1.0,0.0,H,4.0,14.0,2.0,5.0,10.0,7.0,1.0,7.0,2.0,2.0,0.0,0.0,4.46,4.2,1.76
193662,2223,T1,2023-03-19,Sivasspor,Ankaragucu,2.0,0.0,H,1.0,0.0,H,24.0,7.0,7.0,1.0,10.0,6.0,3.0,5.0,0.0,0.0,0.0,0.0,2.3,3.35,3.4
193667,2223,T1,2023-03-19,Karagumruk,Buyuksehyr,2.0,2.0,D,1.0,1.0,D,12.0,14.0,5.0,5.0,14.0,11.0,2.0,7.0,2.0,1.0,0.0,0.0,2.95,3.46,2.51
193858,2223,T1,2023-04-01,Galatasaray,Ad. Demirspor,2.0,0.0,H,0.0,0.0,D,19.0,9.0,4.0,1.0,22.0,13.0,8.0,4.0,4.0,4.0,0.0,0.0,1.46,5.12,6.53
193859,2223,T1,2023-04-01,Trabzonspor,Kayserispor,3.0,4.0,A,1.0,2.0,A,21.0,14.0,6.0,4.0,11.0,12.0,4.0,2.0,0.0,1.0,0.0,0.0,1.53,4.44,6.59
193860,2223,T1,2023-04-01,Buyuksehyr,Ankaragucu,1.0,0.0,H,1.0,0.0,H,16.0,11.0,9.0,2.0,16.0,18.0,3.0,5.0,3.0,2.0,0.0,0.0,1.81,3.73,4.81
193911,2223,T1,2023-04-02,Umraniyespor,Konyaspor,2.0,2.0,D,0.0,0.0,D,7.0,11.0,3.0,3.0,14.0,7.0,4.0,7.0,2.0,1.0,0.0,0.0,3.09,3.51,2.36
193912,2223,T1,2023-04-02,Giresunspor,Alanyaspor,2.0,2.0,D,0.0,1.0,A,22.0,10.0,7.0,4.0,15.0,20.0,7.0,2.0,2.0,4.0,0.0,0.0,2.51,3.64,2.8
193913,2223,T1,2023-04-02,Gaziantep,Kasimpasa,0.0,3.0,A,,,,,,,,,,,,,,,,,,
193914,2223,T1,2023-04-02,Hatayspor,Sivasspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
193915,2223,T1,2023-04-02,Fenerbahce,Besiktas,2.0,4.0,A,1.0,0.0,H,21.0,8.0,8.0,5.0,16.0,18.0,8.0,2.0,3.0,6.0,0.0,1.0,1.91,3.92,4.01
193948,2223,T1,2023-04-03,Istanbulspor,Karagumruk,0.0,1.0,A,0.0,1.0,A,11.0,11.0,3.0,5.0,11.0,19.0,8.0,3.0,5.0,3.0,0.0,1.0,3.19,3.66,2.24
193972,2223,T1,2023-04-07,Konyaspor,Antalyaspor,1.0,1.0,D,1.0,1.0,D,11.0,9.0,3.0,2.0,13.0,14.0,6.0,4.0,2.0,3.0,0.0,0.0,2.32,3.29,3.41
194044,2223,T1,2023-04-08,Ankaragucu,Istanbulspor,3.0,2.0,H,2.0,0.0,H,9.0,13.0,6.0,8.0,16.0,17.0,8.0,4.0,1.0,4.0,0.0,0.0,1.67,4.21,5.17
194070,2223,T1,2023-04-08,Kasimpasa,Trabzonspor,2.0,0.0,H,1.0,0.0,H,15.0,11.0,7.0,3.0,17.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,3.89,2.29
194114,2223,T1,2023-04-09,Sivasspor,Buyuksehyr,1.0,1.0,D,1.0,0.0,H,11.0,7.0,5.0,2.0,14.0,10.0,6.0,2.0,2.0,0.0,0.0,0.0,2.99,3.05,2.71
194122,2223,T1,2023-04-09,Ad. Demirspor,Gaziantep,3.0,0.0,H,,,,,,,,,,,,,,,,,,
194124,2223,T1,2023-04-09,Besiktas,Giresunspor,3.0,1.0,H,2.0,1.0,H,16.0,8.0,10.0,1.0,16.0,11.0,7.0,3.0,2.0,4.0,0.0,0.0,1.41,5.11,7.74
194133,2223,T1,2023-04-09,Alanyaspor,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
194182,2223,T1,2023-04-10,Karagumruk,Fenerbahce,1.0,2.0,A,1.0,0.0,H,8.0,11.0,4.0,4.0,16.0,15.0,1.0,4.0,1.0,1.0,0.0,0.0,4.76,4.28,1.68
194206,2223,T1,2023-04-10,Kayserispor,Umraniyespor,3.0,1.0,H,1.0,1.0,D,18.0,20.0,5.0,5.0,22.0,12.0,5.0,7.0,4.0,4.0,0.0,1.0,1.83,3.92,4.24
194239,2223,T1,2023-04-14,Galatasaray,Kayserispor,6.0,0.0,H,4.0,0.0,H,29.0,8.0,17.0,1.0,11.0,15.0,2.0,7.0,2.0,0.0,0.0,1.0,1.34,5.79,8.47
194240,2223,T1,2023-04-14,Antalyaspor,Alanyaspor,3.0,1.0,H,2.0,1.0,H,15.0,9.0,8.0,3.0,12.0,13.0,4.0,1.0,2.0,2.0,0.0,1.0,1.93,3.67,4.19
194243,2223,T1,2023-04-15,Fenerbahce,Ankaragucu,2.0,1.0,H,0.0,0.0,D,19.0,10.0,9.0,4.0,14.0,26.0,8.0,7.0,2.0,7.0,0.0,0.0,1.35,5.5,9.05
194263,2223,T1,2023-04-15,Ad. Demirspor,Kasimpasa,5.0,0.0,H,3.0,0.0,H,22.0,6.0,12.0,2.0,7.0,17.0,7.0,0.0,2.0,3.0,0.0,0.0,1.75,4.29,4.43
194264,2223,T1,2023-04-15,Istanbulspor,Buyuksehyr,1.0,0.0,H,1.0,0.0,H,9.0,13.0,4.0,5.0,16.0,15.0,4.0,6.0,2.0,6.0,0.0,0.0,4.77,3.68,1.82
194373,2223,T1,2023-04-16,Trabzonspor,Besiktas,0.0,0.0,D,0.0,0.0,D,12.0,12.0,4.0,5.0,11.0,18.0,6.0,8.0,4.0,2.0,0.0,0.0,2.97,3.52,2.46
194375,2223,T1,2023-04-16,Hatayspor,Karagumruk,0.0,3.0,A,,,,,,,,,,,,,,,,,,
194378,2223,T1,2023-04-16,Giresunspor,Sivasspor,1.0,0.0,H,1.0,0.0,H,9.0,11.0,3.0,4.0,13.0,13.0,2.0,6.0,3.0,2.0,0.0,0.0,2.62,3.38,2.82
194388,2223,T1,2023-04-16,Gaziantep,Konyaspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
194428,2223,T1,2023-04-18,Alanyaspor,Galatasaray,1.0,4.0,A,1.0,2.0,A,10.0,19.0,2.0,13.0,16.0,12.0,6.0,3.0,3.0,1.0,0.0,0.0,6.04,4.85,1.5
194429,2223,T1,2023-04-18,Karagumruk,Umraniyespor,4.0,2.0,H,2.0,1.0,H,16.0,19.0,8.0,4.0,15.0,11.0,5.0,8.0,5.0,2.0,0.0,0.0,1.85,4.12,4.04
194461,2223,T1,2023-04-19,Konyaspor,Ad. Demirspor,1.0,2.0,A,1.0,1.0,D,12.0,11.0,2.0,7.0,17.0,12.0,6.0,3.0,3.0,2.0,0.0,1.0,2.52,3.72,2.76
194462,2223,T1,2023-04-19,Buyuksehyr,Fenerbahce,1.0,2.0,A,1.0,0.0,H,6.0,20.0,3.0,5.0,18.0,6.0,5.0,4.0,9.0,1.0,2.0,0.0,4.15,3.85,1.89
194463,2223,T1,2023-04-19,Besiktas,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
194465,2223,T1,2023-04-19,Istanbulspor,Antalyaspor,3.0,3.0,D,2.0,1.0,H,8.0,17.0,6.0,6.0,19.0,10.0,3.0,5.0,8.0,1.0,0.0,0.0,3.39,3.5,2.24
194468,2223,T1,2023-04-19,Kayserispor,Kasimpasa,0.0,0.0,D,0.0,0.0,D,8.0,8.0,3.0,2.0,15.0,10.0,3.0,3.0,1.0,2.0,0.0,1.0,2.38,3.82,2.9
194473,2223,T1,2023-04-20,Ankaragucu,Giresunspor,3.0,1.0,H,0.0,1.0,A,20.0,3.0,6.0,0.0,8.0,6.0,6.0,2.0,1.0,2.0,0.0,0.0,1.96,3.75,3.96
194474,2223,T1,2023-04-20,Sivasspor,Trabzonspor,4.0,1.0,H,2.0,1.0,H,18.0,4.0,10.0,2.0,10.0,11.0,6.0,1.0,1.0,1.0,0.0,1.0,2.82,3.36,2.67
194538,2223,T1,2023-04-22,Umraniyespor,Besiktas,0.0,2.0,A,0.0,1.0,A,8.0,16.0,2.0,6.0,7.0,19.0,3.0,9.0,0.0,2.0,0.0,0.0,4.69,4.23,1.72
194616,2223,T1,2023-04-23,Kasimpasa,Konyaspor,1.0,2.0,A,1.0,2.0,A,17.0,13.0,9.0,6.0,12.0,12.0,9.0,4.0,2.0,1.0,0.0,0.0,2.41,3.66,2.95
194617,2223,T1,2023-04-23,Ad. Demirspor,Kayserispor,5.0,3.0,H,4.0,3.0,H,16.0,14.0,6.0,3.0,8.0,13.0,5.0,3.0,2.0,3.0,0.0,1.0,1.61,4.63,5.22
194618,2223,T1,2023-04-23,Galatasaray,Karagumruk,3.0,3.0,D,2.0,3.0,A,24.0,7.0,9.0,3.0,14.0,14.0,5.0,4.0,0.0,3.0,0.0,0.0,1.32,6.03,8.64
194619,2223,T1,2023-04-23,Gaziantep,Alanyaspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
194642,2223,T1,2023-04-23,Hatayspor,Ankaragucu,0.0,3.0,A,,,,,,,,,,,,,,,,,,
194664,2223,T1,2023-04-24,Giresunspor,Buyuksehyr,2.0,4.0,A,0.0,4.0,A,25.0,14.0,8.0,6.0,14.0,20.0,9.0,1.0,2.0,3.0,0.0,0.0,2.9,3.62,2.42
194668,2223,T1,2023-04-24,Antalyaspor,Sivasspor,1.0,2.0,A,0.0,2.0,A,21.0,9.0,7.0,3.0,12.0,16.0,14.0,4.0,0.0,2.0,0.0,0.0,2.15,3.42,3.61
194669,2223,T1,2023-04-24,Fenerbahce,Istanbulspor,3.0,3.0,D,1.0,0.0,H,15.0,7.0,5.0,4.0,14.0,14.0,6.0,1.0,3.0,4.0,0.0,0.0,1.22,7.28,11.29
194718,2223,T1,2023-04-28,Alanyaspor,Umraniyespor,1.0,0.0,H,1.0,0.0,H,8.0,13.0,4.0,6.0,11.0,13.0,4.0,6.0,0.0,2.0,0.0,0.0,2.01,3.95,3.6
194783,2223,T1,2023-04-29,Ankaragucu,Kasimpasa,0.0,0.0,D,0.0,0.0,D,6.0,8.0,2.0,3.0,14.0,12.0,5.0,3.0,1.0,2.0,0.0,0.0,2.0,3.81,3.76
194784,2223,T1,2023-04-29,Konyaspor,Trabzonspor,2.0,1.0,H,1.0,1.0,D,12.0,8.0,5.0,3.0,13.0,17.0,6.0,5.0,2.0,2.0,0.0,1.0,2.6,3.44,2.84
194807,2223,T1,2023-04-29,Sivasspor,Fenerbahce,1.0,3.0,A,0.0,3.0,A,10.0,7.0,3.0,4.0,9.0,19.0,3.0,1.0,0.0,4.0,0.0,1.0,4.9,3.93,1.75
194812,2223,T1,2023-04-29,Karagumruk,Antalyaspor,0.0,1.0,A,0.0,1.0,A,4.0,8.0,2.0,2.0,14.0,10.0,5.0,5.0,1.0,0.0,0.0,0.0,2.5,3.83,2.72
194845,2223,T1,2023-04-30,Besiktas,Galatasaray,3.0,1.0,H,1.0,1.0,D,13.0,7.0,6.0,1.0,12.0,13.0,4.0,1.0,6.0,2.0,0.0,0.0,2.72,3.67,2.58
194852,2223,T1,2023-04-30,Buyuksehyr,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
194862,2223,T1,2023-04-30,Kayserispor,Gaziantep,3.0,0.0,H,,,,,,,,,,,,,,,,,,
194877,2223,T1,2023-05-01,Istanbulspor,Giresunspor,1.0,0.0,H,1.0,0.0,H,5.0,20.0,2.0,6.0,5.0,12.0,3.0,4.0,3.0,2.0,1.0,0.0,2.49,3.48,2.91
194961,2223,T1,2023-05-06,Antalyaspor,Besiktas,1.0,3.0,A,1.0,0.0,H,9.0,11.0,3.0,5.0,11.0,10.0,3.0,5.0,1.0,0.0,1.0,0.0,3.61,3.7,2.08
194981,2223,T1,2023-05-06,Ad. Demirspor,Alanyaspor,4.0,2.0,H,2.0,2.0,D,17.0,13.0,8.0,5.0,9.0,13.0,2.0,2.0,1.0,2.0,0.0,0.0,1.57,4.83,5.35
195018,2223,T1,2023-05-07,Gaziantep,Karagumruk,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195037,2223,T1,2023-05-07,Hatayspor,Istanbulspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195043,2223,T1,2023-05-07,Giresunspor,Fenerbahce,1.0,1.0,D,0.0,1.0,A,7.0,11.0,5.0,4.0,14.0,14.0,3.0,11.0,5.0,2.0,0.0,0.0,6.62,4.61,1.51
195044,2223,T1,2023-05-07,Konyaspor,Kayserispor,2.0,2.0,D,0.0,0.0,D,7.0,8.0,3.0,4.0,14.0,7.0,3.0,7.0,1.0,1.0,0.0,0.0,1.75,4.12,4.65
195045,2223,T1,2023-05-07,Umraniyespor,Sivasspor,4.0,1.0,H,2.0,1.0,H,15.0,5.0,9.0,2.0,21.0,14.0,7.0,7.0,6.0,1.0,0.0,1.0,3.11,3.48,2.39
195084,2223,T1,2023-05-08,Galatasaray,Buyuksehyr,1.0,0.0,H,1.0,0.0,H,19.0,8.0,5.0,5.0,10.0,5.0,10.0,4.0,2.0,1.0,0.0,0.0,1.44,4.78,7.51
195085,2223,T1,2023-05-08,Trabzonspor,Ankaragucu,2.0,0.0,H,1.0,0.0,H,14.0,3.0,5.0,0.0,11.0,5.0,5.0,4.0,1.0,1.0,0.0,1.0,1.83,3.88,4.32
195206,2223,T1,2023-05-16,Alanyaspor,Konyaspor,0.0,3.0,A,0.0,1.0,A,12.0,14.0,5.0,6.0,12.0,11.0,3.0,3.0,4.0,2.0,0.0,0.0,2.4,3.93,2.81
195207,2223,T1,2023-05-16,Istanbulspor,Galatasaray,0.0,2.0,A,0.0,1.0,A,9.0,20.0,1.0,5.0,12.0,10.0,3.0,9.0,3.0,1.0,0.0,1.0,8.99,6.18,1.31
195208,2223,T1,2023-05-16,Sivasspor,Kasimpasa,1.0,2.0,A,0.0,0.0,D,15.0,6.0,1.0,3.0,11.0,11.0,6.0,1.0,3.0,1.0,0.0,1.0,1.96,3.72,4.0
195209,2223,T1,2023-05-17,Karagumruk,Ad. Demirspor,2.0,3.0,A,1.0,0.0,H,13.0,19.0,6.0,6.0,12.0,10.0,1.0,8.0,4.0,2.0,0.0,0.0,3.14,4.15,2.13
195210,2223,T1,2023-05-17,Buyuksehyr,Umraniyespor,1.0,1.0,D,1.0,0.0,H,6.0,14.0,3.0,4.0,13.0,7.0,3.0,4.0,2.0,1.0,1.0,0.0,1.71,4.24,4.79
195211,2223,T1,2023-05-17,Ankaragucu,Antalyaspor,1.0,1.0,D,0.0,0.0,D,10.0,7.0,3.0,4.0,7.0,15.0,3.0,2.0,1.0,3.0,0.0,0.0,2.43,3.48,3.05
195212,2223,T1,2023-05-17,Besiktas,Gaziantep,3.0,0.0,H,,,,,,,,,,,,,,,,,,
195213,2223,T1,2023-05-17,Giresunspor,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
195215,2223,T1,2023-05-18,Fenerbahce,Trabzonspor,3.0,1.0,H,1.0,0.0,H,13.0,9.0,9.0,6.0,10.0,14.0,9.0,3.0,0.0,2.0,0.0,0.0,1.57,4.47,5.82
195258,2223,T1,2023-05-20,Kasimpasa,Istanbulspor,1.0,0.0,H,0.0,0.0,D,11.0,9.0,7.0,3.0,16.0,9.0,8.0,4.0,2.0,1.0,0.0,0.0,1.86,4.14,3.98
195259,2223,T1,2023-05-20,Galatasaray,Sivasspor,2.0,0.0,H,1.0,0.0,H,11.0,4.0,3.0,2.0,13.0,12.0,6.0,3.0,1.0,1.0,0.0,0.0,1.3,6.33,8.93
195271,2223,T1,2023-05-20,Kayserispor,Alanyaspor,0.0,4.0,A,0.0,2.0,A,19.0,7.0,7.0,6.0,3.0,19.0,12.0,2.0,0.0,2.0,0.0,0.0,2.16,3.88,3.25
195322,2223,T1,2023-05-21,Hatayspor,Fenerbahce,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195326,2223,T1,2023-05-21,Gaziantep,Giresunspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195328,2223,T1,2023-05-21,Antalyaspor,Buyuksehyr,0.0,0.0,D,0.0,0.0,D,15.0,5.0,9.0,4.0,12.0,7.0,6.0,2.0,0.0,2.0,0.0,0.0,2.21,3.49,3.47
195329,2223,T1,2023-05-21,Ad. Demirspor,Besiktas,1.0,4.0,A,1.0,1.0,D,18.0,14.0,7.0,11.0,13.0,15.0,6.0,8.0,4.0,5.0,0.0,0.0,2.36,3.91,2.87
195330,2223,T1,2023-05-21,Umraniyespor,Ankaragucu,1.0,2.0,A,1.0,1.0,D,12.0,14.0,3.0,6.0,12.0,10.0,4.0,9.0,2.0,2.0,0.0,0.0,2.52,3.75,2.74
195335,2223,T1,2023-05-22,Trabzonspor,Karagumruk,4.0,1.0,H,3.0,1.0,H,12.0,9.0,6.0,3.0,13.0,7.0,2.0,1.0,1.0,0.0,0.0,0.0,1.63,4.45,5.05
195459,2223,T1,2023-05-30,Istanbulspor,Ad. Demirspor,0.0,2.0,A,0.0,1.0,A,20.0,25.0,6.0,9.0,7.0,6.0,16.0,8.0,1.0,1.0,0.0,0.0,2.02,4.39,3.0
195460,2223,T1,2023-05-30,Fenerbahce,Antalyaspor,2.0,0.0,H,1.0,0.0,H,15.0,8.0,8.0,3.0,11.0,10.0,8.0,2.0,1.0,3.0,0.0,0.0,1.36,5.74,8.04
195461,2223,T1,2023-05-30,Hatayspor,Umraniyespor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195462,2223,T1,2023-05-30,Karagumruk,Kayserispor,2.0,0.0,H,2.0,0.0,H,19.0,7.0,6.0,0.0,7.0,11.0,4.0,4.0,2.0,2.0,0.0,1.0,2.0,4.47,3.27
195463,2223,T1,2023-05-30,Sivasspor,Konyaspor,1.0,0.0,H,1.0,0.0,H,9.0,6.0,2.0,2.0,17.0,14.0,4.0,2.0,1.0,2.0,0.0,0.0,2.04,3.78,3.65
195464,2223,T1,2023-05-30,Buyuksehyr,Gaziantep,3.0,0.0,H,,,,,,,,,,,,,,,,,,
195465,2223,T1,2023-05-30,Ankaragucu,Galatasaray,1.0,4.0,A,1.0,2.0,A,14.0,18.0,7.0,10.0,9.0,13.0,4.0,7.0,3.0,0.0,0.0,0.0,5.78,5.1,1.51
195466,2223,T1,2023-05-30,Alanyaspor,Kasimpasa,1.0,3.0,A,0.0,0.0,D,14.0,18.0,4.0,8.0,14.0,3.0,5.0,2.0,1.0,1.0,0.0,0.0,2.3,3.82,3.02
195467,2223,T1,2023-05-30,Giresunspor,Trabzonspor,2.0,4.0,A,0.0,2.0,A,11.0,25.0,3.0,12.0,12.0,13.0,1.0,7.0,1.0,3.0,0.0,0.0,2.49,4.05,2.63
195491,2223,T1,2023-06-03,Gaziantep,Istanbulspor,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195492,2223,T1,2023-06-03,Kasimpasa,Besiktas,2.0,5.0,A,0.0,2.0,A,15.0,16.0,6.0,6.0,11.0,13.0,5.0,5.0,2.0,3.0,0.0,0.0,4.45,4.52,1.71
195493,2223,T1,2023-06-03,Ad. Demirspor,Buyuksehyr,2.0,3.0,A,1.0,2.0,A,25.0,15.0,11.0,6.0,7.0,14.0,9.0,8.0,1.0,1.0,0.0,0.0,1.79,4.26,4.24
195494,2223,T1,2023-06-03,Kayserispor,Ankaragucu,0.0,1.0,A,0.0,1.0,A,8.0,5.0,4.0,1.0,16.0,9.0,7.0,1.0,0.0,1.0,0.0,0.0,2.41,3.64,2.97
195495,2223,T1,2023-06-03,Trabzonspor,Alanyaspor,5.0,1.0,H,4.0,1.0,H,23.0,6.0,10.0,4.0,7.0,9.0,5.0,2.0,0.0,0.0,0.0,1.0,1.52,4.98,5.8
195496,2223,T1,2023-06-03,Umraniyespor,Giresunspor,0.0,1.0,A,0.0,1.0,A,8.0,8.0,1.0,4.0,17.0,13.0,5.0,4.0,5.0,1.0,0.0,0.0,2.46,3.95,2.72
195497,2223,T1,2023-06-03,Antalyaspor,Hatayspor,3.0,0.0,H,,,,,,,,,,,,,,,,,,
195498,2223,T1,2023-06-03,Konyaspor,Karagumruk,1.0,1.0,D,1.0,1.0,D,21.0,18.0,6.0,5.0,13.0,6.0,3.0,3.0,3.0,1.0,0.0,0.0,1.9,4.72,3.43
195499,2223,T1,2023-06-04,Galatasaray,Fenerbahce,3.0,0.0,H,1.0,0.0,H,13.0,2.0,6.0,0.0,12.0,14.0,6.0,3.0,1.0,2.0,0.0,1.0,2.07,3.74,3.58
195516,2223,T1,2023-06-06,Buyuksehyr,Trabzonspor,3.0,1.0,H,1.0,0.0,H,16.0,17.0,6.0,4.0,6.0,10.0,3.0,5.0,0.0,0.0,0.0,0.0,2.43,3.87,2.8
195517,2223,T1,2023-06-06,Sivasspor,Kayserispor,1.0,1.0,D,1.0,1.0,D,15.0,10.0,3.0,2.0,16.0,10.0,6.0,1.0,0.0,1.0,0.0,0.0,1.74,4.32,4.44
195518,2223,T1,2023-06-06,Karagumruk,Kasimpasa,3.0,0.0,H,1.0,0.0,H,11.0,14.0,6.0,2.0,10.0,12.0,0.0,11.0,3.0,1.0,0.0,0.0,2.23,4.32,2.87
195519,2223,T1,2023-06-07,Giresunspor,Antalyaspor,2.0,0.0,H,1.0,0.0,H,5.0,18.0,3.0,5.0,12.0,11.0,3.0,11.0,3.0,1.0,1.0,0.0,1.88,4.02,3.76
195520,2223,T1,2023-06-07,Fenerbahce,Gaziantep,3.0,0.0,H,,,,,,,,,,,,,,,,,,
195521,2223,T1,2023-06-07,Istanbulspor,Umraniyespor,4.0,0.0,H,1.0,0.0,H,24.0,3.0,12.0,1.0,13.0,10.0,8.0,1.0,3.0,1.0,0.0,0.0,1.49,4.67,6.02
195522,2223,T1,2023-06-07,Ankaragucu,Ad. Demirspor,1.0,2.0,A,0.0,1.0,A,16.0,11.0,7.0,5.0,13.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,2.26,4.16,2.9
195523,2223,T1,2023-06-07,Hatayspor,Galatasaray,0.0,3.0,A,,,,,,,,,,,,,,,,,,
195524,2223,T1,2023-06-07,Besiktas,Konyaspor,3.0,3.0,D,2.0,1.0,H,17.0,6.0,8.0,3.0,13.0,12.0,9.0,3.0,1.0,3.0,0.0,1.0,1.4,5.41,7.56
